9,9,9
P-1,U2,102,45,100,201,98,155
P-2,U6,63,125,64,162,181,145
P-3,U6,162,164,60,213,265,102
P-4,U2,0,0,0,56,75,108
P-5,U1,0,0,90,58,88,154
P-6,U5,146,194,57,237,250,141
P-7,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-9,U4,149,88,137,237,159,210
P-10,U5,155,239,141,243,309,226
P-11,U3,0,235,96,55,315,177
P-12,U6,162,265,60,242,313,148
P-13,NONE,-1,-1,-1,-1,-1,-1
P-14,NONE,-1,-1,-1,-1,-1,-1
P-15,U5,0,265,92,60,314,176
P-16,U4,49,267,174,142,315,237
P-17,U5,171,190,226,234,273,283
P-18,NONE,-1,-1,-1,-1,-1,-1
P-19,U6,0,249,0,87,318,51
P-20,U5,147,84,222,235,190,278
P-21,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-23,U6,0,180,54,51,230,164
P-24,NONE,-1,-1,-1,-1,-1,-1
P-25,U6,167,177,0,211,254,53
P-26,U3,0,0,128,56,69,201
P-27,U2,151,153,0,200,215,93
P-28,U1,159,0,59,223,81,154
P-29,U3,158,67,64,244,129,117
P-30,NONE,-1,-1,-1,-1,-1,-1
P-31,U1,127,252,74,198,301,150
P-32,U1,124,268,0,222,312,70
P-33,U6,151,93,165,241,182,238
P-34,U2,0,267,66,87,312,147
P-35,U1,114,101,0,177,173,83
P-36,U4,0,0,95,78,80,181
P-37,U3,177,63,0,236,139,51
P-38,NONE,-1,-1,-1,-1,-1,-1
P-39,U2,42,116,100,138,180,161
P-40,U3,68,0,71,113,70,161
P-41,U5,54,72,81,158,162,149
P-42,U6,98,0,0,139,109,62
P-43,NONE,-1,-1,-1,-1,-1,-1
P-44,U2,158,0,59,207,40,143
P-45,U5,83,191,144,155,282,225
P-46,U4,149,169,110,243,231,181
P-47,NONE,-1,-1,-1,-1,-1,-1
P-48,U3,65,118,196,118,183,244
P-49,U4,197,88,0,237,157,100
P-50,U4,78,0,178,182,73,242
P-51,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-53,NONE,-1,-1,-1,-1,-1,-1
P-54,U2,101,0,0,207,51,59
P-55,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-57,U1,159,0,0,223,83,59
P-58,NONE,-1,-1,-1,-1,-1,-1
P-59,U1,59,63,89,144,142,138
P-60,NONE,-1,-1,-1,-1,-1,-1
P-61,NONE,-1,-1,-1,-1,-1,-1
P-62,NONE,-1,-1,-1,-1,-1,-1
P-63,U1,0,206,80,85,275,155
P-64,NONE,-1,-1,-1,-1,-1,-1
P-65,NONE,-1,-1,-1,-1,-1,-1
P-66,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-68,U5,0,0,192,46,92,273
P-69,U5,194,218,0,241,302,54
P-70,NONE,-1,-1,-1,-1,-1,-1
P-71,U5,0,92,140,43,191,200
P-72,NONE,-1,-1,-1,-1,-1,-1
P-73,U5,109,74,0,213,160,63
P-74,NONE,-1,-1,-1,-1,-1,-1
P-75,U2,106,275,0,180,318,85
P-76,NONE,-1,-1,-1,-1,-1,-1
P-77,U2,86,168,0,151,218,96
P-78,U1,85,193,77,127,297,151
P-79,NONE,-1,-1,-1,-1,-1,-1
P-80,U6,151,182,165,194,267,209
P-81,NONE,-1,-1,-1,-1,-1,-1
P-82,U6,0,0,66,66,71,163
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-85,U3,159,58,195,227,105,239
P-86,U4,0,251,0,63,316,41
P-87,U3,59,242,56,113,295,163
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-92,U3,67,184,117,132,242,175
P-93,U6,151,182,209,243,270,277
P-94,U6,0,0,0,98,67,66
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-97,U3,191,125,133,244,178,226
P-98,NONE,-1,-1,-1,-1,-1,-1
P-99,U3,0,0,57,68,70,128
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-102,U3,71,72,0,177,142,64
P-103,U6,151,49,165,229,93,267
P-104,NONE,-1,-1,-1,-1,-1,-1
P-105,U4,69,87,137,149,182,240
P-106,U5,0,262,0,90,316,92
P-107,NONE,-1,-1,-1,-1,-1,-1
P-108,NONE,-1,-1,-1,-1,-1,-1
P-109,U5,43,96,149,141,175,193
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-112,U6,66,0,66,145,63,133
P-113,U3,132,178,133,218,233,208
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-117,U4,149,258,57,214,307,109
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-120,U6,151,270,209,242,318,283
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,U1,177,83,0,223,187,77
P-123,U3,0,0,201,40,62,244
P-124,U6,0,0,163,54,104,235
P-125,U4,52,182,174,143,267,242
P-126,U5,146,250,56,206,314,141
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U5,0,0,0,110,59,85
P-130,U1,144,81,84,184,126,162
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U6,0,71,64,63,180,155
P-134,U4,158,0,71,238,88,168
P-135,U2,56,0,0,101,66,108
P-136,U6,52,150,156,99,216,258
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U5,147,0,163,243,84,238
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,U3,71,70,64,158,113,134
P-142,U5,0,191,140,83,265,232
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
