30111,234,3
P-1,U6,124,194,71,223,247,126
P-2,U5,131,0,132,230,56,213
P-3,U5,0,0,95,101,42,146
P-4,U3,0,0,0,108,75,56
P-5,U3,139,199,177,227,257,241
P-6,U6,124,138,71,215,194,155
P-7,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-9,U6,0,72,0,88,143,73
P-10,U6,91,0,0,179,70,85
P-11,U1,125,0,75,205,55,156
P-12,U1,100,84,83,188,164,131
P-13,NONE,-1,-1,-1,-1,-1,-1
P-14,U3,197,263,161,243,308,242
P-15,U4,79,269,0,163,318,60
P-16,U5,185,117,0,233,210,63
P-17,U6,0,143,58,63,226,115
P-18,NONE,-1,-1,-1,-1,-1,-1
P-19,U2,0,264,0,87,315,69
P-20,U5,0,0,147,56,106,235
P-21,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-23,U5,132,268,234,242,318,285
P-24,NONE,-1,-1,-1,-1,-1,-1
P-25,U1,0,86,117,53,163,161
P-26,U6,137,248,0,206,304,73
P-27,U3,195,72,103,244,134,196
P-28,U3,0,188,134,64,269,229
P-29,U1,0,0,95,53,86,157
P-30,NONE,-1,-1,-1,-1,-1,-1
P-31,NONE,-1,-1,-1,-1,-1,-1
P-32,U6,200,60,120,244,130,218
P-33,U6,60,225,168,150,314,241
P-34,NONE,-1,-1,-1,-1,-1,-1
P-35,U3,59,62,60,122,134,143
P-36,U4,90,183,0,170,269,78
P-37,U1,169,136,0,220,212,59
P-38,NONE,-1,-1,-1,-1,-1,-1
P-39,U3,175,131,42,239,227,103
P-40,U6,147,123,236,237,193,281
P-41,U4,0,95,0,90,199,68
P-42,U5,110,0,0,219,62,41
P-43,NONE,-1,-1,-1,-1,-1,-1
P-44,U4,104,180,204,153,264,244
P-45,U6,0,0,0,91,72,81
P-46,U6,65,143,0,159,205,71
P-47,NONE,-1,-1,-1,-1,-1,-1
P-48,U1,0,259,0,65,312,48
P-49,U4,132,277,163,232,317,232
P-50,U5,81,136,0,185,209,64
P-51,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-53,U3,0,269,134,53,313,240
P-54,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-57,U3,0,223,0,59,287,83
P-58,NONE,-1,-1,-1,-1,-1,-1
P-59,U1,0,174,0,79,259,49
P-60,NONE,-1,-1,-1,-1,-1,-1
P-61,NONE,-1,-1,-1,-1,-1,-1
P-62,NONE,-1,-1,-1,-1,-1,-1
P-63,U3,0,148,0,69,223,85
P-64,NONE,-1,-1,-1,-1,-1,-1
P-65,U1,0,174,49,50,252,159
P-66,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-68,U6,114,130,155,206,176,236
P-69,U6,110,69,173,194,116,227
P-70,NONE,-1,-1,-1,-1,-1,-1
P-71,U6,0,147,184,60,190,283
P-72,NONE,-1,-1,-1,-1,-1,-1
P-73,U4,172,0,81,235,86,185
P-74,NONE,-1,-1,-1,-1,-1,-1
P-75,U6,152,249,126,226,292,211
P-76,U2,99,153,52,195,245,92
P-77,NONE,-1,-1,-1,-1,-1,-1
P-78,U2,0,0,112,74,104,154
P-79,NONE,-1,-1,-1,-1,-1,-1
P-80,U2,178,151,0,222,236,43
P-81,NONE,-1,-1,-1,-1,-1,-1
P-82,U6,0,0,81,66,71,178
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-85,U1,53,84,117,100,152,161
P-86,U5,185,117,63,226,180,128
P-87,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-92,U3,139,257,177,197,315,242
P-93,U6,152,204,211,244,292,279
P-94,U5,137,182,64,203,280,131
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,U3,69,203,46,153,268,96
P-97,U6,179,0,189,232,53,282
P-98,NONE,-1,-1,-1,-1,-1,-1
P-99,U3,132,61,0,203,131,68
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-102,U2,63,47,0,127,153,70
P-103,U4,200,90,0,244,168,102
P-104,NONE,-1,-1,-1,-1,-1,-1
P-105,U5,150,188,131,230,283,234
P-106,U6,60,135,149,114,225,241
P-107,NONE,-1,-1,-1,-1,-1,-1
P-108,U2,63,0,0,172,47,70
P-109,U4,0,199,0,79,297,44
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-112,U5,177,210,0,244,289,63
P-113,U1,95,0,0,181,55,75
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-117,U6,65,205,0,117,254,65
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-120,U2,0,216,52,91,264,126
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,U2,102,0,70,148,104,147
P-123,U2,87,256,0,127,318,43
P-124,U5,0,136,103,54,240,175
P-125,U4,0,95,165,91,180,233
P-126,U6,50,71,120,110,135,205
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U6,66,0,182,176,59,267
P-130,U3,111,224,0,156,302,40
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U5,110,0,41,219,63,132
P-134,U4,0,95,68,80,183,165
P-135,U1,0,252,49,45,318,157
P-136,U6,50,72,73,152,138,120
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U4,0,183,68,84,279,143
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,NONE,-1,-1,-1,-1,-1,-1
P-142,U4,155,174,78,238,248,170
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,U5,56,0,147,131,106,226
P-146,NONE,-1,-1,-1,-1,-1,-1
P-147,U6,196,58,0,242,123,55
P-148,U5,0,106,175,49,206,242
P-149,NONE,-1,-1,-1,-1,-1,-1
P-150,U6,51,61,205,109,103,259
P-151,NONE,-1,-1,-1,-1,-1,-1
P-152,NONE,-1,-1,-1,-1,-1,-1
P-153,U3,184,0,136,235,64,198
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,U1,0,0,0,47,87,95
P-156,U3,0,0,56,47,73,166
P-157,U5,122,97,227,210,185,281
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,U2,128,151,0,178,243,52
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-162,U5,81,136,64,185,182,129
P-163,U5,132,185,234,215,268,283
P-164,U6,60,123,241,147,225,281
P-165,U5,54,207,132,150,310,225
P-166,NONE,-1,-1,-1,-1,-1,-1
P-167,U2,172,0,0,222,47,100
P-168,U4,83,87,81,171,174,149
P-169,U1,47,0,0,95,87,94
P-170,U1,0,87,73,100,168,117
P-171,U3,65,268,45,120,318,138
P-172,U1,126,246,0,202,317,51
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-177,U5,203,181,64,244,280,108
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,U3,47,0,56,120,62,119
P-180,U4,163,0,185,243,71,244
P-181,U6,179,0,0,236,58,98
P-182,U1,126,241,117,204,311,162
P-183,U4,153,172,170,225,277,227
P-184,NONE,-1,-1,-1,-1,-1,-1
P-185,U3,138,131,0,238,198,42
P-186,U2,0,264,69,84,311,162
P-187,U5,54,207,225,132,291,279
P-188,U6,0,61,205,51,147,256
P-189,U3,120,136,177,207,199,233
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,U1,147,164,59,223,218,133
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,U6,0,243,199,59,317,283
P-199,U4,156,248,105,229,315,163
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-202,U2,0,109,102,40,203,154
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U3,120,268,40,160,315,149
P-206,U3,201,0,75,242,47,135
P-207,U6,0,226,58,45,296,153
P-208,NONE,-1,-1,-1,-1,-1,-1
P-209,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U4,0,0,0,96,95,81
P-212,U4,191,86,102,239,160,207
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U5,0,244,47,81,302,108
P-215,U4,83,0,81,172,87,161
P-216,U4,68,268,152,132,312,235
P-217,U4,170,183,0,242,257,78
P-218,U1,79,169,0,169,246,59
P-219,U6,63,138,73,124,232,149
P-220,U2,127,47,0,198,151,44
P-221,U6,152,249,77,220,293,126
P-222,U4,80,180,163,153,268,204
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U5,81,182,64,137,281,132
P-225,U3,52,69,143,106,137,236
P-226,U4,84,253,78,156,313,152
P-227,U3,0,75,0,59,148,96
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-230,NONE,-1,-1,-1,-1,-1,-1
P-231,U3,0,148,85,68,244,134
P-232,U5,0,227,0,67,311,47
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,U3,0,0,196,104,65,239
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U6,176,0,98,232,56,189
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U6,0,72,73,50,141,175
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-241,NONE,-1,-1,-1,-1,-1,-1
P-242,U3,47,0,143,136,69,196
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,U3,64,204,162,139,266,238
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,U2,148,47,44,209,149,104
P-247,U3,160,227,0,239,289,98
P-248,U3,68,137,114,120,204,191
P-249,U3,106,69,143,195,136,198
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U5,0,0,0,110,48,95
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U5,81,209,0,177,307,64
P-256,U3,68,204,96,160,268,162
P-257,U3,64,266,162,131,317,216
P-258,U6,152,194,126,223,249,208
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,NONE,-1,-1,-1,-1,-1,-1
P-261,U1,65,168,59,107,245,159
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-264,U6,88,72,0,196,140,60
P-265,U4,0,180,196,58,240,243
P-266,U5,56,0,226,117,88,279
P-267,NONE,-1,-1,-1,-1,-1,-1
