9,9,9
P-1,U4,109,185,168,208,238,223
P-2,U4,87,95,0,186,151,81
P-3,U5,188,95,0,239,137,101
P-4,U5,97,259,154,205,315,229
P-5,U5,168,259,66,232,317,154
P-6,U4,0,190,84,91,246,168
P-9,U5,106,0,176,179,71,264
P-10,U4,0,246,88,85,316,176
P-12,U4,0,141,162,88,189,242
P-15,U4,158,190,84,218,239,168
P-16,U1,0,260,63,93,308,126
P-17,U1,109,260,0,192,317,63
P-20,U5,0,0,176,106,56,264
P-23,U5,95,167,105,146,217,215
P-25,U2,96,0,0,173,53,44
P-26,U6,0,262,177,73,318,246
P-27,U4,192,0,159,241,93,221
P-28,U5,146,95,202,241,159,283
P-29,U6,0,265,95,86,318,157
P-32,U2,91,82,0,189,152,44
P-36,U4,147,0,79,233,78,159
P-37,U2,138,266,101,214,317,160
P-40,U6,108,0,0,198,70,45
P-41,U3,0,97,0,104,187,68
P-42,U1,0,260,0,109,301,62
P-45,U4,96,95,81,187,167,162
P-46,U3,104,235,0,198,306,62
P-49,U3,0,97,138,100,137,207
P-50,U3,0,235,0,104,308,64
P-53,U2,96,0,88,202,53,132
P-54,U6,106,91,223,212,142,282
P-57,U6,0,188,0,83,252,59
P-58,U6,0,262,0,102,317,95
P-61,U5,0,167,215,95,276,272
P-65,U6,92,0,137,202,78,187
P-68,U4,0,95,162,92,141,243
P-69,U4,108,190,0,162,237,84
P-71,U1,0,0,0,99,60,43
P-72,U2,104,82,44,193,165,88
P-73,U3,152,60,138,238,164,201
P-75,U2,150,165,0,224,250,43
P-76,U3,0,0,202,92,96,242
P-78,U5,0,276,175,74,318,279
P-80,U2,65,168,0,150,211,44
P-82,U3,0,0,0,97,71,66
P-86,U1,93,260,63,158,301,126
P-87,U6,0,91,0,107,144,54
P-90,U2,106,168,44,208,266,88
P-91,U6,0,0,137,92,91,187
P-92,U5,0,260,110,58,318,175
P-94,U3,177,245,62,243,312,160
P-103,U1,0,0,86,102,78,130
P-105,U4,89,0,159,192,95,239
P-106,U1,0,79,108,92,169,162
P-108,U6,110,0,90,219,70,137
P-109,U1,102,0,86,200,79,130
P-112,U3,177,245,160,240,312,239
P-117,U1,167,0,0,219,49,65
P-124,U1,107,79,54,211,151,108
P-125,U3,0,0,134,91,85,202
P-126,U4,151,239,176,236,299,240
P-129,U5,146,167,105,231,226,215
P-130,U2,60,168,88,138,208,133
P-133,U4,0,190,176,109,281,239
P-134,U5,0,0,88,97,80,176
P-135,U6,0,0,0,108,66,45
P-136,U1,150,79,108,216,181,155
P-137,U6,98,91,164,208,187,223
P-139,U5,0,0,0,96,75,84
P-142,U3,72,187,74,164,270,148
P-144,U6,0,91,223,106,163,282
P-145,U4,0,0,0,106,75,79
P-146,U6,0,0,45,100,56,90
P-147,U1,158,184,0,223,239,46
P-148,U3,0,137,138,100,186,205
P-150,U1,92,79,108,150,121,162
P-151,U2,0,168,44,106,247,88
P-156,U6,0,0,90,110,73,137
P-157,U4,151,246,0,239,300,88
P-159,U2,60,266,47,152,318,97
P-162,U3,104,51,66,208,97,131
P-163,U1,0,79,0,83,162,49
P-164,U3,152,60,201,239,162,241
P-165,U5,0,167,0,96,260,103
P-167,U5,97,259,229,197,309,276
P-168,U4,146,246,88,233,314,176
P-169,U6,110,261,0,204,309,87
P-170,U6,92,273,95,192,317,176
P-171,U6,82,0,187,175,55,237
